Student_ID,Grade,Subject,Feedback_Text,Sentiment_Label
STU16361,Grade 6,Science,This subject is taught in a clear and understandable way.,Positive
STU16362,Grade 10,Mathematics,Classes are average and sometimes interesting.,Neutral
STU16363,Grade 6,English,Classes are sometimes boring and difficult to follow.,Negative
STU16364,Grade 10,English,The subject is manageable but not very interesting.,Neutral
STU16365,Grade 6,Science,The subject is okay but could be taught better.,Neutral
STU16366,Grade 9,Science,Lessons are acceptable but can be improved.,Neutral
STU16367,Grade 9,Social Science,Teaching is neither very good nor very bad.,Neutral
STU16368,Grade 7,English,Classes are sometimes boring and difficult to follow.,Negative
STU16369,Grade 8,English,Teaching is neither very good nor very bad.,Neutral
STU16370,Grade 10,English,This subject is taught in a clear and understandable way.,Positive
STU16371,Grade 8,Social Science,The subject is manageable but not very interesting.,Neutral
STU16372,Grade 8,Social Science,This subject is taught in a clear and understandable way.,Positive
STU16373,Grade 6,Social Science,Lessons are acceptable but can be improved.,Neutral
STU16374,Grade 10,English,The teacher explains lessons clearly and makes the class interesting.,Positive
STU16375,Grade 8,Mathematics,More examples are needed to understand the lessons.,Negative
STU16376,Grade 7,Tamil,Classes are engaging and doubts are explained patiently.,Positive
STU16377,Grade 9,Social Science,More examples are needed to understand the lessons.,Negative
STU16378,Grade 8,Social Science,Teaching is neither very good nor very bad.,Neutral
STU16379,Grade 7,English,This subject is taught in a clear and understandable way.,Positive
STU16380,Grade 10,English,The teacher explains lessons clearly and makes the class interesting.,Positive
STU16381,Grade 6,Tamil,I enjoy this subject because the teacher teaches very well.,Positive
STU16382,Grade 8,Social Science,The teacher uses examples that make learning easy.,Positive
STU16383,Grade 8,Tamil,Classes are sometimes boring and difficult to follow.,Negative
STU16384,Grade 6,Mathematics,Classes are engaging and doubts are explained patiently.,Positive
STU16385,Grade 9,Science,I enjoy this subject because the teacher teaches very well.,Positive
STU16386,Grade 6,Mathematics,The teaching style needs improvement.,Negative
STU16387,Grade 8,Science,Classes are average and sometimes interesting.,Neutral
STU16388,Grade 8,Mathematics,The teaching style needs improvement.,Negative
STU16389,Grade 9,English,The teacher explains lessons clearly and makes the class interesting.,Positive
STU16390,Grade 9,Tamil,More examples are needed to understand the lessons.,Negative
STU16391,Grade 6,English,The teaching style needs improvement.,Negative
STU16392,Grade 6,English,Teaching is neither very good nor very bad.,Neutral
STU16393,Grade 9,Science,The subject is okay but could be taught better.,Neutral
STU16394,Grade 9,English,This subject is taught in a clear and understandable way.,Positive
STU16395,Grade 7,Social Science,More examples are needed to understand the lessons.,Negative
STU16396,Grade 6,Social Science,Lessons are acceptable but can be improved.,Neutral
STU16397,Grade 6,English,Classes are engaging and doubts are explained patiently.,Positive
STU16398,Grade 9,Tamil,Lessons are acceptable but can be improved.,Neutral
STU16399,Grade 7,English,The teacher explains too fast and it is hard to understand.,Negative
STU16400,Grade 9,Science,Lessons are acceptable but can be improved.,Neutral
STU16401,Grade 7,Science,This subject is taught in a clear and understandable way.,Positive
STU16402,Grade 7,Science,Classes are average and sometimes interesting.,Neutral
STU16403,Grade 9,Tamil,More examples are needed to understand the lessons.,Negative
STU16404,Grade 10,Tamil,Teaching is neither very good nor very bad.,Neutral
STU16405,Grade 9,English,The teacher explains lessons clearly and makes the class interesting.,Positive
STU16406,Grade 8,Tamil,Teaching is neither very good nor very bad.,Neutral
STU16407,Grade 6,English,The teacher uses examples that make learning easy.,Positive
STU16408,Grade 7,English,Teaching is neither very good nor very bad.,Neutral
STU16409,Grade 8,Mathematics,Classes are average and sometimes interesting.,Neutral
STU16410,Grade 10,English,The teacher explains lessons clearly and makes the class interesting.,Positive
STU16411,Grade 9,Social Science,The teacher explains too fast and it is hard to understand.,Negative
STU16412,Grade 7,Tamil,The subject is manageable but not very interesting.,Neutral
STU16413,Grade 9,Tamil,Teaching is neither very good nor very bad.,Neutral
STU16414,Grade 10,Mathematics,Classes are sometimes boring and difficult to follow.,Negative
STU16415,Grade 7,Science,The subject is okay but could be taught better.,Neutral
STU16416,Grade 10,English,Classes are average and sometimes interesting.,Neutral
STU16417,Grade 10,Mathematics,Lessons are acceptable but can be improved.,Neutral
STU16418,Grade 6,English,Classes are sometimes boring and difficult to follow.,Negative
STU16419,Grade 9,Social Science,Classes are sometimes boring and difficult to follow.,Negative
STU16420,Grade 6,Social Science,The teaching style needs improvement.,Negative
STU16421,Grade 7,Mathematics,The teaching style needs improvement.,Negative
STU16422,Grade 10,Social Science,Classes are engaging and doubts are explained patiently.,Positive
STU16423,Grade 8,Science,The subject is manageable but not very interesting.,Neutral
STU16424,Grade 6,Mathematics,This subject is taught in a clear and understandable way.,Positive
STU16425,Grade 9,Tamil,Classes are engaging and doubts are explained patiently.,Positive
STU16426,Grade 6,Science,Classes are sometimes boring and difficult to follow.,Negative
STU16427,Grade 10,Mathematics,The teacher explains too fast and it is hard to understand.,Negative
STU16428,Grade 7,Social Science,The teacher uses examples that make learning easy.,Positive
STU16429,Grade 9,Science,The subject is okay but could be taught better.,Neutral
STU16430,Grade 8,English,The teacher uses examples that make learning easy.,Positive
STU16431,Grade 7,Tamil,Lessons are acceptable but can be improved.,Neutral
STU16432,Grade 9,English,More examples are needed to understand the lessons.,Negative
STU16433,Grade 9,Science,More examples are needed to understand the lessons.,Negative
STU16434,Grade 7,Social Science,This subject is taught in a clear and understandable way.,Positive
STU16435,Grade 7,Science,I enjoy this subject because the teacher teaches very well.,Positive
STU16436,Grade 10,Science,The teacher explains too fast and it is hard to understand.,Negative
STU16437,Grade 8,English,Lessons are acceptable but can be improved.,Neutral
STU16438,Grade 10,Social Science,The teacher explains lessons clearly and makes the class interesting.,Positive
STU16439,Grade 6,Social Science,I feel confused during many classes.,Negative
STU16440,Grade 9,Mathematics,The teacher explains too fast and it is hard to understand.,Negative
STU16441,Grade 8,Tamil,Classes are sometimes boring and difficult to follow.,Negative
STU16442,Grade 7,Tamil,I feel confused during many classes.,Negative
STU16443,Grade 10,Social Science,The teacher explains too fast and it is hard to understand.,Negative
STU16444,Grade 9,Science,Classes are sometimes boring and difficult to follow.,Negative
STU16445,Grade 8,Social Science,I enjoy this subject because the teacher teaches very well.,Positive
STU16446,Grade 9,Social Science,The teacher explains lessons clearly and makes the class interesting.,Positive
STU16447,Grade 9,Mathematics,Lessons are acceptable but can be improved.,Neutral
STU16448,Grade 6,Social Science,I feel confused during many classes.,Negative
STU16449,Grade 6,Tamil,I enjoy this subject because the teacher teaches very well.,Positive
STU16450,Grade 9,Tamil,Classes are average and sometimes interesting.,Neutral
STU16451,Grade 9,Mathematics,This subject is taught in a clear and understandable way.,Positive
STU16452,Grade 9,Tamil,The teacher explains too fast and it is hard to understand.,Negative
STU16453,Grade 10,Mathematics,I enjoy this subject because the teacher teaches very well.,Positive
STU16454,Grade 9,English,I enjoy this subject because the teacher teaches very well.,Positive
STU16455,Grade 8,Science,Teaching is neither very good nor very bad.,Neutral
STU16456,Grade 6,Science,The teacher uses examples that make learning easy.,Positive
STU16457,Grade 7,English,The teaching style needs improvement.,Negative
STU16458,Grade 9,Mathematics,The teacher uses examples that make learning easy.,Positive
STU16459,Grade 7,English,Classes are engaging and doubts are explained patiently.,Positive
STU16460,Grade 9,Mathematics,Lessons are acceptable but can be improved.,Neutral
STU16461,Grade 9,English,The subject is manageable but not very interesting.,Neutral
STU16462,Grade 7,Mathematics,This subject is taught in a clear and understandable way.,Positive
STU16463,Grade 9,Mathematics,This subject is taught in a clear and understandable way.,Positive
STU16464,Grade 9,Tamil,The subject is okay but could be taught better.,Neutral
STU16465,Grade 10,Science,Teaching is neither very good nor very bad.,Neutral
STU16466,Grade 9,Social Science,I feel confused during many classes.,Negative
STU16467,Grade 6,Social Science,The teaching style needs improvement.,Negative
STU16468,Grade 9,Tamil,The subject is okay but could be taught better.,Neutral
STU16469,Grade 8,Social Science,More examples are needed to understand the lessons.,Negative
STU16470,Grade 7,English,Teaching is neither very good nor very bad.,Neutral
STU16471,Grade 6,English,Lessons are acceptable but can be improved.,Neutral
STU16472,Grade 6,Mathematics,I feel confused during many classes.,Negative
STU16473,Grade 7,Mathematics,Lessons are acceptable but can be improved.,Neutral
STU16474,Grade 10,Tamil,Classes are sometimes boring and difficult to follow.,Negative
STU16475,Grade 7,English,The teacher explains too fast and it is hard to understand.,Negative
STU16476,Grade 8,Social Science,I enjoy this subject because the teacher teaches very well.,Positive
STU16477,Grade 8,Mathematics,The teacher explains lessons clearly and makes the class interesting.,Positive
STU16478,Grade 6,English,Classes are average and sometimes interesting.,Neutral
STU16479,Grade 10,Science,Classes are average and sometimes interesting.,Neutral
STU16480,Grade 10,Science,Lessons are acceptable but can be improved.,Neutral
STU16481,Grade 7,Tamil,Teaching is neither very good nor very bad.,Neutral
STU16482,Grade 7,Mathematics,The subject is okay but could be taught better.,Neutral
STU16483,Grade 9,English,I feel confused during many classes.,Negative
STU16484,Grade 10,English,More examples are needed to understand the lessons.,Negative
STU16485,Grade 7,Tamil,The subject is okay but could be taught better.,Neutral
STU16486,Grade 8,Tamil,Classes are sometimes boring and difficult to follow.,Negative
STU16487,Grade 10,English,More examples are needed to understand the lessons.,Negative
STU16488,Grade 8,Mathematics,I feel confused during many classes.,Negative
STU16489,Grade 8,Social Science,The teacher uses examples that make learning easy.,Positive
STU16490,Grade 7,Tamil,I enjoy this subject because the teacher teaches very well.,Positive
STU16491,Grade 8,Science,The teaching style needs improvement.,Negative
STU16492,Grade 10,English,The subject is okay but could be taught better.,Neutral
STU16493,Grade 9,Social Science,I enjoy this subject because the teacher teaches very well.,Positive
STU16494,Grade 8,Tamil,The teacher explains too fast and it is hard to understand.,Negative
STU16495,Grade 8,Science,The subject is manageable but not very interesting.,Neutral
STU16496,Grade 8,Mathematics,This subject is taught in a clear and understandable way.,Positive
STU16497,Grade 10,Social Science,The teacher explains lessons clearly and makes the class interesting.,Positive
STU16498,Grade 6,Tamil,The teaching style needs improvement.,Negative
STU16499,Grade 6,Tamil,More examples are needed to understand the lessons.,Negative
STU16500,Grade 10,Social Science,This subject is taught in a clear and understandable way.,Positive
STU16501,Grade 8,Social Science,The teacher explains lessons clearly and makes the class interesting.,Positive
STU16502,Grade 8,Social Science,I feel confused during many classes.,Negative
STU16503,Grade 10,Tamil,The teaching style needs improvement.,Negative
STU16504,Grade 10,Tamil,The teaching style needs improvement.,Negative
STU16505,Grade 10,Mathematics,Classes are engaging and doubts are explained patiently.,Positive
STU16506,Grade 8,Mathematics,I enjoy this subject because the teacher teaches very well.,Positive
STU16507,Grade 6,Social Science,This subject is taught in a clear and understandable way.,Positive
STU16508,Grade 9,English,The teaching style needs improvement.,Negative
STU16509,Grade 8,Social Science,The subject is okay but could be taught better.,Neutral
STU16510,Grade 7,Science,I feel confused during many classes.,Negative
STU16511,Grade 9,English,The subject is manageable but not very interesting.,Neutral
STU16512,Grade 9,Science,Classes are engaging and doubts are explained patiently.,Positive
STU16513,Grade 8,English,Classes are average and sometimes interesting.,Neutral
STU16514,Grade 7,Mathematics,I feel confused during many classes.,Negative
STU16515,Grade 8,Tamil,I enjoy this subject because the teacher teaches very well.,Positive
STU16516,Grade 8,Mathematics,I enjoy this subject because the teacher teaches very well.,Positive
STU16517,Grade 9,Mathematics,Teaching is neither very good nor very bad.,Neutral
STU16518,Grade 8,Social Science,Classes are engaging and doubts are explained patiently.,Positive
STU16519,Grade 7,Science,The teacher uses examples that make learning easy.,Positive
STU16520,Grade 7,Science,The teaching style needs improvement.,Negative
STU16521,Grade 7,Social Science,I enjoy this subject because the teacher teaches very well.,Positive
STU16522,Grade 6,English,More examples are needed to understand the lessons.,Negative
STU16523,Grade 10,Social Science,I feel confused during many classes.,Negative
STU16524,Grade 6,Social Science,The teacher explains too fast and it is hard to understand.,Negative
STU16525,Grade 6,Social Science,Classes are engaging and doubts are explained patiently.,Positive
STU16526,Grade 8,Mathematics,The teacher explains too fast and it is hard to understand.,Negative
STU16527,Grade 6,Social Science,Classes are engaging and doubts are explained patiently.,Positive
STU16528,Grade 10,Social Science,This subject is taught in a clear and understandable way.,Positive
STU16529,Grade 6,English,The subject is manageable but not very interesting.,Neutral
STU16530,Grade 6,Tamil,Classes are average and sometimes interesting.,Neutral
STU16531,Grade 8,Science,This subject is taught in a clear and understandable way.,Positive
STU16532,Grade 7,Science,The teacher uses examples that make learning easy.,Positive
STU16533,Grade 10,Mathematics,The subject is manageable but not very interesting.,Neutral
STU16534,Grade 7,Tamil,I enjoy this subject because the teacher teaches very well.,Positive
STU16535,Grade 8,Social Science,The teacher explains lessons clearly and makes the class interesting.,Positive
STU16536,Grade 9,Science,Lessons are acceptable but can be improved.,Neutral
STU16537,Grade 10,Mathematics,I feel confused during many classes.,Negative
STU16538,Grade 9,English,Classes are sometimes boring and difficult to follow.,Negative
STU16539,Grade 10,Mathematics,The subject is manageable but not very interesting.,Neutral
STU16540,Grade 9,English,Classes are engaging and doubts are explained patiently.,Positive
STU16541,Grade 7,Science,The teacher explains lessons clearly and makes the class interesting.,Positive
STU16542,Grade 10,Science,The teaching style needs improvement.,Negative
STU16543,Grade 10,Science,More examples are needed to understand the lessons.,Negative
STU16544,Grade 8,Science,Classes are sometimes boring and difficult to follow.,Negative
STU16545,Grade 10,Mathematics,I enjoy this subject because the teacher teaches very well.,Positive
STU16546,Grade 6,Mathematics,Lessons are acceptable but can be improved.,Neutral
STU16547,Grade 9,English,Classes are sometimes boring and difficult to follow.,Negative
STU16548,Grade 7,English,Classes are average and sometimes interesting.,Neutral
STU16549,Grade 10,Tamil,I enjoy this subject because the teacher teaches very well.,Positive
STU16550,Grade 10,Mathematics,This subject is taught in a clear and understandable way.,Positive
STU16551,Grade 8,Science,The teaching style needs improvement.,Negative
STU16552,Grade 10,Social Science,The subject is okay but could be taught better.,Neutral
STU16553,Grade 8,Mathematics,The teacher uses examples that make learning easy.,Positive
STU16554,Grade 8,Tamil,The teaching style needs improvement.,Negative
STU16555,Grade 9,Mathematics,Teaching is neither very good nor very bad.,Neutral
STU16556,Grade 8,Mathematics,Classes are engaging and doubts are explained patiently.,Positive
STU16557,Grade 10,Mathematics,Classes are sometimes boring and difficult to follow.,Negative
STU16558,Grade 9,Social Science,The teacher explains too fast and it is hard to understand.,Negative
STU16559,Grade 8,Social Science,The teacher explains lessons clearly and makes the class interesting.,Positive
STU16560,Grade 10,English,This subject is taught in a clear and understandable way.,Positive
STU16561,Grade 6,Science,The teacher explains lessons clearly and makes the class interesting.,Positive
STU16562,Grade 7,Tamil,Teaching is neither very good nor very bad.,Neutral
STU16563,Grade 7,Mathematics,The subject is okay but could be taught better.,Neutral
STU16564,Grade 8,Science,Classes are engaging and doubts are explained patiently.,Positive
STU16565,Grade 6,Science,The teaching style needs improvement.,Negative
STU16566,Grade 7,English,Classes are average and sometimes interesting.,Neutral
STU16567,Grade 10,Mathematics,More examples are needed to understand the lessons.,Negative
STU16568,Grade 7,Science,This subject is taught in a clear and understandable way.,Positive
STU16569,Grade 9,English,This subject is taught in a clear and understandable way.,Positive
STU16570,Grade 10,English,The teacher uses examples that make learning easy.,Positive
STU16571,Grade 10,Social Science,The teacher explains lessons clearly and makes the class interesting.,Positive
STU16572,Grade 10,Social Science,Lessons are acceptable but can be improved.,Neutral
STU16573,Grade 9,Science,Classes are engaging and doubts are explained patiently.,Positive
STU16574,Grade 7,Science,Classes are engaging and doubts are explained patiently.,Positive
STU16575,Grade 10,Tamil,More examples are needed to understand the lessons.,Negative
STU16576,Grade 9,Mathematics,The teacher explains too fast and it is hard to understand.,Negative
STU16577,Grade 10,Tamil,Lessons are acceptable but can be improved.,Neutral
STU16578,Grade 9,Mathematics,The teaching style needs improvement.,Negative
STU16579,Grade 10,Tamil,Classes are average and sometimes interesting.,Neutral
STU16580,Grade 10,Mathematics,The subject is manageable but not very interesting.,Neutral
STU16581,Grade 6,Social Science,Classes are engaging and doubts are explained patiently.,Positive
STU16582,Grade 7,Social Science,The teacher explains lessons clearly and makes the class interesting.,Positive
STU16583,Grade 9,Mathematics,More examples are needed to understand the lessons.,Negative
STU16584,Grade 6,Tamil,The teacher uses examples that make learning easy.,Positive
STU16585,Grade 10,English,This subject is taught in a clear and understandable way.,Positive
STU16586,Grade 6,Tamil,Lessons are acceptable but can be improved.,Neutral
STU16587,Grade 8,Social Science,Classes are engaging and doubts are explained patiently.,Positive
STU16588,Grade 10,Tamil,Classes are sometimes boring and difficult to follow.,Negative
STU16589,Grade 10,Science,The teacher uses examples that make learning easy.,Positive
STU16590,Grade 8,Mathematics,More examples are needed to understand the lessons.,Negative
STU16591,Grade 9,English,The subject is okay but could be taught better.,Neutral
STU16592,Grade 6,Science,The subject is manageable but not very interesting.,Neutral
STU16593,Grade 9,Tamil,The teacher explains lessons clearly and makes the class interesting.,Positive
STU16594,Grade 9,Tamil,Classes are sometimes boring and difficult to follow.,Negative
STU16595,Grade 7,Tamil,The teacher uses examples that make learning easy.,Positive
STU16596,Grade 7,Social Science,Teaching is neither very good nor very bad.,Neutral
STU16597,Grade 7,Social Science,Classes are average and sometimes interesting.,Neutral
STU16598,Grade 8,English,Lessons are acceptable but can be improved.,Neutral
STU16599,Grade 7,Tamil,Classes are sometimes boring and difficult to follow.,Negative
STU16600,Grade 6,Tamil,I enjoy this subject because the teacher teaches very well.,Positive
STU16601,Grade 6,Tamil,The teacher explains lessons clearly and makes the class interesting.,Positive
STU16602,Grade 8,Mathematics,I enjoy this subject because the teacher teaches very well.,Positive
STU16603,Grade 9,English,The teacher uses examples that make learning easy.,Positive
STU16604,Grade 6,Mathematics,The teaching style needs improvement.,Negative
STU16605,Grade 7,Tamil,I feel confused during many classes.,Negative
STU16606,Grade 7,Social Science,Classes are average and sometimes interesting.,Neutral
STU16607,Grade 6,Mathematics,This subject is taught in a clear and understandable way.,Positive
STU16608,Grade 10,English,The subject is manageable but not very interesting.,Neutral
STU16609,Grade 10,English,The subject is manageable but not very interesting.,Neutral
STU16610,Grade 10,Tamil,Teaching is neither very good nor very bad.,Neutral
STU16611,Grade 9,Social Science,Classes are sometimes boring and difficult to follow.,Negative
STU16612,Grade 7,Mathematics,The subject is manageable but not very interesting.,Neutral
STU16613,Grade 7,Science,Lessons are acceptable but can be improved.,Neutral
STU16614,Grade 10,Mathematics,Classes are sometimes boring and difficult to follow.,Negative
STU16615,Grade 6,Social Science,Classes are sometimes boring and difficult to follow.,Negative
STU16616,Grade 10,Science,More examples are needed to understand the lessons.,Negative
STU16617,Grade 7,Social Science,The teaching style needs improvement.,Negative
STU16618,Grade 7,Science,The subject is manageable but not very interesting.,Neutral
STU16619,Grade 7,English,The teacher uses examples that make learning easy.,Positive
STU16620,Grade 9,Social Science,The teaching style needs improvement.,Negative
STU16621,Grade 7,Tamil,This subject is taught in a clear and understandable way.,Positive
STU16622,Grade 7,Social Science,The teacher uses examples that make learning easy.,Positive
STU16623,Grade 7,Science,This subject is taught in a clear and understandable way.,Positive
STU16624,Grade 10,Social Science,Classes are average and sometimes interesting.,Neutral
STU16625,Grade 8,Mathematics,The teaching style needs improvement.,Negative
STU16626,Grade 6,English,The subject is manageable but not very interesting.,Neutral
STU16627,Grade 7,Tamil,The subject is manageable but not very interesting.,Neutral
STU16628,Grade 10,Mathematics,I enjoy this subject because the teacher teaches very well.,Positive
STU16629,Grade 6,Social Science,Classes are sometimes boring and difficult to follow.,Negative
STU16630,Grade 8,Mathematics,Classes are engaging and doubts are explained patiently.,Positive
STU16631,Grade 8,Science,This subject is taught in a clear and understandable way.,Positive
STU16632,Grade 6,English,This subject is taught in a clear and understandable way.,Positive
STU16633,Grade 9,Social Science,The teacher explains lessons clearly and makes the class interesting.,Positive
STU16634,Grade 6,Social Science,The subject is manageable but not very interesting.,Neutral
STU16635,Grade 6,Social Science,This subject is taught in a clear and understandable way.,Positive
STU16636,Grade 9,Social Science,More examples are needed to understand the lessons.,Negative
STU16637,Grade 7,Mathematics,The subject is okay but could be taught better.,Neutral
STU16638,Grade 10,Science,Classes are sometimes boring and difficult to follow.,Negative
STU16639,Grade 8,English,The subject is okay but could be taught better.,Neutral
STU16640,Grade 10,Science,The teacher explains lessons clearly and makes the class interesting.,Positive
STU16641,Grade 7,Mathematics,Classes are engaging and doubts are explained patiently.,Positive
STU16642,Grade 8,Social Science,The teacher uses examples that make learning easy.,Positive
STU16643,Grade 10,Tamil,I feel confused during many classes.,Negative
STU16644,Grade 8,English,The subject is manageable but not very interesting.,Neutral
STU16645,Grade 8,Social Science,The subject is manageable but not very interesting.,Neutral
STU16646,Grade 9,Tamil,The teacher explains too fast and it is hard to understand.,Negative
STU16647,Grade 7,Science,The teacher explains lessons clearly and makes the class interesting.,Positive
STU16648,Grade 6,Science,This subject is taught in a clear and understandable way.,Positive
STU16649,Grade 9,Science,Classes are sometimes boring and difficult to follow.,Negative
STU16650,Grade 10,Tamil,The subject is manageable but not very interesting.,Neutral
STU16651,Grade 8,Science,The teacher explains too fast and it is hard to understand.,Negative
STU16652,Grade 7,English,The teacher explains too fast and it is hard to understand.,Negative
STU16653,Grade 9,Tamil,I enjoy this subject because the teacher teaches very well.,Positive
STU16654,Grade 10,Science,Classes are average and sometimes interesting.,Neutral
STU16655,Grade 7,Tamil,Classes are sometimes boring and difficult to follow.,Negative
STU16656,Grade 10,Mathematics,Teaching is neither very good nor very bad.,Neutral
STU16657,Grade 8,Social Science,Classes are engaging and doubts are explained patiently.,Positive
STU16658,Grade 9,Tamil,The teacher explains lessons clearly and makes the class interesting.,Positive
STU16659,Grade 8,Science,The teacher uses examples that make learning easy.,Positive
STU16660,Grade 8,Mathematics,More examples are needed to understand the lessons.,Negative
STU16661,Grade 8,Tamil,More examples are needed to understand the lessons.,Negative
STU16662,Grade 6,Tamil,More examples are needed to understand the lessons.,Negative
STU16663,Grade 8,Social Science,Teaching is neither very good nor very bad.,Neutral
STU16664,Grade 9,Tamil,Classes are sometimes boring and difficult to follow.,Negative
STU16665,Grade 9,Tamil,The teaching style needs improvement.,Negative
STU16666,Grade 6,Mathematics,This subject is taught in a clear and understandable way.,Positive
STU16667,Grade 7,Tamil,The subject is manageable but not very interesting.,Neutral
STU16668,Grade 8,English,The teacher uses examples that make learning easy.,Positive
STU16669,Grade 10,Social Science,Classes are sometimes boring and difficult to follow.,Negative
STU16670,Grade 7,Social Science,I enjoy this subject because the teacher teaches very well.,Positive
STU16671,Grade 8,Science,This subject is taught in a clear and understandable way.,Positive
STU16672,Grade 10,Tamil,The subject is manageable but not very interesting.,Neutral
STU16673,Grade 8,Tamil,I enjoy this subject because the teacher teaches very well.,Positive
STU16674,Grade 10,Tamil,Lessons are acceptable but can be improved.,Neutral
STU16675,Grade 8,Science,The subject is okay but could be taught better.,Neutral
STU16676,Grade 6,Tamil,Lessons are acceptable but can be improved.,Neutral
STU16677,Grade 7,English,The subject is manageable but not very interesting.,Neutral
STU16678,Grade 10,Mathematics,Teaching is neither very good nor very bad.,Neutral
STU16679,Grade 8,Social Science,The teacher explains too fast and it is hard to understand.,Negative
STU16680,Grade 7,Mathematics,This subject is taught in a clear and understandable way.,Positive
STU16681,Grade 7,Social Science,The teacher uses examples that make learning easy.,Positive
STU16682,Grade 8,Science,I feel confused during many classes.,Negative
STU16683,Grade 9,Mathematics,The subject is okay but could be taught better.,Neutral
STU16684,Grade 8,Tamil,I feel confused during many classes.,Negative
STU16685,Grade 10,English,The teacher uses examples that make learning easy.,Positive
STU16686,Grade 6,Science,I feel confused during many classes.,Negative
STU16687,Grade 7,Science,Lessons are acceptable but can be improved.,Neutral
STU16688,Grade 7,Social Science,The teacher uses examples that make learning easy.,Positive
STU16689,Grade 10,Science,This subject is taught in a clear and understandable way.,Positive
STU16690,Grade 10,Science,The subject is okay but could be taught better.,Neutral
STU16691,Grade 6,Mathematics,The subject is okay but could be taught better.,Neutral
STU16692,Grade 10,Social Science,The subject is manageable but not very interesting.,Neutral
STU16693,Grade 7,English,The teaching style needs improvement.,Negative
STU16694,Grade 7,Tamil,More examples are needed to understand the lessons.,Negative
STU16695,Grade 8,Science,Classes are average and sometimes interesting.,Neutral
STU16696,Grade 10,Social Science,The teacher explains lessons clearly and makes the class interesting.,Positive
STU16697,Grade 10,Social Science,Lessons are acceptable but can be improved.,Neutral
STU16698,Grade 6,Tamil,Lessons are acceptable but can be improved.,Neutral
STU16699,Grade 8,English,This subject is taught in a clear and understandable way.,Positive
STU16700,Grade 6,Science,The teacher uses examples that make learning easy.,Positive
STU16701,Grade 7,Social Science,The subject is manageable but not very interesting.,Neutral
STU16702,Grade 8,Science,The teacher explains lessons clearly and makes the class interesting.,Positive
STU16703,Grade 8,Tamil,I enjoy this subject because the teacher teaches very well.,Positive
STU16704,Grade 8,Social Science,The subject is manageable but not very interesting.,Neutral
STU16705,Grade 10,Tamil,The subject is okay but could be taught better.,Neutral
STU16706,Grade 6,Mathematics,The teacher uses examples that make learning easy.,Positive
STU16707,Grade 6,Science,The subject is okay but could be taught better.,Neutral
STU16708,Grade 7,Science,Classes are engaging and doubts are explained patiently.,Positive
STU16709,Grade 6,Social Science,I enjoy this subject because the teacher teaches very well.,Positive
STU16710,Grade 7,Science,Classes are engaging and doubts are explained patiently.,Positive
STU16711,Grade 7,Mathematics,This subject is taught in a clear and understandable way.,Positive
STU16712,Grade 9,Mathematics,More examples are needed to understand the lessons.,Negative
STU16713,Grade 6,Mathematics,Lessons are acceptable but can be improved.,Neutral
STU16714,Grade 7,English,Lessons are acceptable but can be improved.,Neutral
STU16715,Grade 8,Mathematics,The teacher explains too fast and it is hard to understand.,Negative
STU16716,Grade 8,Tamil,More examples are needed to understand the lessons.,Negative
STU16717,Grade 10,English,Teaching is neither very good nor very bad.,Neutral
STU16718,Grade 10,Mathematics,Classes are sometimes boring and difficult to follow.,Negative
STU16719,Grade 6,Mathematics,I feel confused during many classes.,Negative
STU16720,Grade 8,Tamil,The teacher explains lessons clearly and makes the class interesting.,Positive
STU16721,Grade 8,Science,Classes are average and sometimes interesting.,Neutral
STU16722,Grade 9,Mathematics,Lessons are acceptable but can be improved.,Neutral
STU16723,Grade 6,Mathematics,I feel confused during many classes.,Negative
STU16724,Grade 10,English,The teacher uses examples that make learning easy.,Positive
STU16725,Grade 9,Science,Classes are engaging and doubts are explained patiently.,Positive
STU16726,Grade 8,Mathematics,Teaching is neither very good nor very bad.,Neutral
STU16727,Grade 9,Social Science,Classes are sometimes boring and difficult to follow.,Negative
STU16728,Grade 8,English,Teaching is neither very good nor very bad.,Neutral
STU16729,Grade 9,Social Science,This subject is taught in a clear and understandable way.,Positive
STU16730,Grade 6,Tamil,The subject is okay but could be taught better.,Neutral
STU16731,Grade 6,Tamil,Classes are engaging and doubts are explained patiently.,Positive
STU16732,Grade 9,Tamil,Lessons are acceptable but can be improved.,Neutral
STU16733,Grade 6,Science,More examples are needed to understand the lessons.,Negative
STU16734,Grade 8,English,Classes are engaging and doubts are explained patiently.,Positive
STU16735,Grade 10,English,Classes are average and sometimes interesting.,Neutral
STU16736,Grade 10,English,The subject is manageable but not very interesting.,Neutral
STU16737,Grade 9,Social Science,The subject is okay but could be taught better.,Neutral
STU16738,Grade 6,Mathematics,Classes are sometimes boring and difficult to follow.,Negative
STU16739,Grade 7,Social Science,Classes are sometimes boring and difficult to follow.,Negative
STU16740,Grade 9,Social Science,Teaching is neither very good nor very bad.,Neutral
STU16741,Grade 8,Mathematics,Classes are sometimes boring and difficult to follow.,Negative
STU16742,Grade 8,Social Science,Lessons are acceptable but can be improved.,Neutral
STU16743,Grade 6,Social Science,I feel confused during many classes.,Negative
STU16744,Grade 6,Mathematics,This subject is taught in a clear and understandable way.,Positive
STU16745,Grade 6,Social Science,The teacher uses examples that make learning easy.,Positive
STU16746,Grade 6,Mathematics,The teacher uses examples that make learning easy.,Positive
